marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Kia,Picanto,2019,vendido,70000,2.0,XKC246,213,1250,manual,59000000
Kia,Sportage,2015,Vendido,42000,1.0,HNR430,155,1300,manual,53000000
Hyundai,Palisade,2019,taller,48000,1.8,CBI718,213,1800,automatica,86000000
Hyundai,Palisade,2018,TALLER,75000,2.0,YE-075,212,2200,manual,64000000
Ford,Mustang,2022,taller,22000,1.6,NY-433,158,1280,manual,82000000
Honda,HR-V,dos mil diecinueve,vendido,50000,1.5,FTO239,400,1795,manual,84000000
Honda,CR-V,2022,disponible,18000,1.8,NDD416,130,1700,automatica,72000000
Hyundai,Palisade,2018,disponible,35000,1.5,BKT911,192,2100,automatica,40000000
Kia,Rio,2016,disponible,8000,1.3,ENT263,309,950,automatica,86000000
Chevrolet,Silverado,2021,disponible,90000,2.0,CB-436,365,2060,manual,54000000
Toyota,RAV4,2016,vendido,65000,1.5,YSG810,153,1250,automatica,85000000
Ford,Explorer,2020,taller,65000,2.0,UNJ623,107,1195,manual,30000000
Chevrolet,Equinox,2017,vendio,25000,1.3,KSX785,158,1450,automatica,40000000
Toyota,Hilux,2018,taller,72000,1.6,RWZ173,170,1500,automatica,51000000
Chevrolet,Tracker,2019,taller,22000,1.3,FNH692,114,1300,manual,56000000
Ford,Mustang,2019,vendido,12000,2.0,VVF919,213,2100,manual,73000000
Kia,Rio,2022,disponible,78000,1.5,DMM481,280,1700,manual,61000000
Ford,F-150,2015,vendidoo,20000,1.6,JCA891,106,1300,manual,26000000
Nisan,Versa,2022,vendio,42000,1.0,OGO005,107,1795,automatica,43000000
Volkswagen,Golf,2016,disponible,20000,1.5,JQD998,309,1195,manual,79000000
Hyundai,Tucson,2016,disponible,28000,2.0,DDL798,110,1900,automatica,60000000
Ford,Ranger,2018,Disponbile,75000,1.8,MNN835,180,1795,manual,36000000
Frod,Explorer,2022.,disponible,75000,"1,5",FFT161,75,2.200,automatica,72000000
Ford,Mustang,2017,taller,52000,1.6,KIU621,400,1050,manual,89000000
Ford,Explorer,2016,taller,70000,1.3,TKB389,309,1070,automatik,86000000 
FORD,Escape,20O6,TALLER,38000,1.8,AXE292,106,1900,manual,86000000
Hyundai,Creta,2016,taller,28000,1.0,PJP821,191,1070,manual,54000000
Hyundai,Creta,2017,vendido,50.000,1.5,QYB762,355,2000,automatik,44000000
Nissan,Sentra,2016,vendido,65000,1.5,CEU242,186,2060,manual,40000000
Hyundai,Tucson,2016,taller,75000,1.8,LWZ090,140,2200,manual,44000000
Volkswagon,Polo,2016,disponible,20000,1.6,TFI394,192,1.100,automatica,83000000
Volkswagen,Golf,2015,vendio,8000,2.0,KGE120,186,1570,manual,58000000
Kia,Cerato,2021,disponible,35000,1.0,SPD687,153,950,manual,83000000
Volkswagen,Touareg,2016,TALLER,38000,2.0,ZKO133,125,2100,manual,72000000
Hyundai,Accent,2017,vendido,78000,1.5,EPO386,185,2060,automatica,
Toyota,Land Cruiser,2019,vendido,38000,1.3,UOC893,191,1570,automatica,
Toyota,Corolla,2015,disponible,65000,1.8,VPI992,177,1250,automatica,31.000.000
Handa,Pilot,2021,taller,45000,1.8,EIC007,120,950,manual,73000000
Kia,Cerato,2015,talleer,18000,1.3,QQP145,107,1195,automatica,58000000
Chevrolet,Silverado,2021,vendido,55000,2.0,XVE015,309,1050,manul,68000000
Ford,EcoSport,2020,disponible,38000,1.0,IFS924,106,1450,automatica,84000000
Nissan,Sentra,2018,taller,95000,1.6,WLT866,185,1250,automatica,72000000
Hyundai,Creta,2015,disponible,32000,1.5,LEG231,153,1100,manual,65000000
Nissan,Frontier,2016,taller,75000,2.O,TII184,145,1570,manual,40000000
Kia,Picanto,2015,vendido,8000,1.0,MVK333,106,1800,automatica,88 millones
TOYOTA,Yaris,2016,Disponible,78000,1.3,EEX399,90,1300,manual,39000000
Ford,Ranger,2021,taller,80000,2.0,DNP693,192,1280,AUTOMATICA,58 millones
Chevroelt,Cruze,2021,disponible,95000,1.0,IVT539,191,2060,manual,89000000
Nissan,X-Trail,2016,vendio,85000,1.0,TGX106,186,1450,MANUAL,40000000
Kia,Rio,2019,disponible,72000,1.3,PNM466,110,1280,manual,31000000
Nissan,Kicks,2018,disponible,38000,1.5,QSH019,355,1700,manuall,55000000
Ford,F-150,2015,Disponible,60000,1.6,PMG185,150,1280,automatik,43000000
Hyundai,Santa Fe,2022,disponible,48000,2.0,NQD429,158,1700,manual,56000000
Volkswagen,Tiguan,2017,vendido,60000,1.5,MD-966,155,2000,manual,80 millones
Chevrolet,Tracker,2016,disponible,95000,1.5,AJV018,doscientos tres,2100,manual,36000000
Kia,Sportage,2021,disponible,45000,1.5,PEL881,125,1300,manual,78000000
Volkswagen,Touareg,2020,taller,60000,1.6,JMY490,ciento ochenta,1070,manual,63000000
Volkswagen,Tiguan,2022,Vendido,18000,1.0,HZC585,155,1050,manual,90000000
Toyta,Hilux,2022,taller,35000,1.0,BDW521,75,1795,automatica,75000000
Honda,CR-V,2017,taller,8000,1.3,DTG562,192,1350,AUTOMATICA,37000000
Kia,Picanto,2019,disponible,80000,1.0,XJD840,122,1450,manual,69000000
Nissan,Kicks,dos mil dieciseis,taller,90000,1.6,ZPE756,141,1195,automatica,69000000
Chevrolet,Spark,2017,taller,70000,1.6,XBG074,163,2000,manual,47000000
Ford,Mustang,2018,disponible,8000,2.0,YCA107,280,1800,manual,68000000
Ford,Ranger,2016,vendido,78000,2.0,ZB-589,130,1050,auto,27000000
Nissan,Frontier,2015,disponible,58000,1.6,GIT157,90,1280,automatica,34000000
Volkswagen,Golf,2019,taller,10000,1.0,ANQ438,130,95.0,manual,28000000
Kia,Telluride,2021,taller,25000,1.0,LXZ314,90,1.280,manual,36000000
Handa,Civic,2017,vendido,32000,1.5,BJR226,192,2100,manual,34000000
Chevrolet,Equinox,2019,vendido,100000,1.0,BXS622,114,1795,manual,64000000
Volkswagen,Polo,2019,vendido,70.000,"1,5",VCH648,170,1600,manual,53000000
Nissan,X-Trail,2018,disponible,58000,2.0,VLL770,107,1800,automatica,61000000
Ford,Fiesta,2019,taller,48000,1.0,ZUH502,145,2100,automatica,26000000
Chevrolet,Cruze,2015,taller,18k,1.5,XOY427,141,1700,manual,54000000
Chevroelt,Spark,2019,vendido,8000,2.0,VWO021,203,1600,manual,90000000
Hyundai,Creta,2020,vendido,50000,1.8,AJH151,128,1400,automatica,52000000
Kia,Sorento,2016,taller,12000,1.8,MNL282,140,1400,manual,71000000 
Volkswagen,Tiguan,2018,vendido,75000,1.3,OVD574,290,2100,manual,58000000
Volkswagen,Polo,2017,disponible,75000,1.5,TSM188,75,2200,manual,34000000
Hyundai,Santa Fe,2016,taller,10000,1.0,JQJ 455,150,1700,manual,48000000
Kia,Cerato,2020,vendido,55000,1.3,YBY874,145,1900,automatica,37000000
Chevrolet,Silverado,2019,Vendido,20000,1.3,ONE508,213,1250,manual,87000000
Honda,CR-V,2021,vendido,45000,1.0,WZT130,130,1070,automatica,45000000
Hyundai,Elantra,2015,taller,5000,1.3,467BRP,123,1700,automatica,41000000
Ford,Explorer,2018,vendido,95000,1.6,UKJ401,150,1570,automatica,66000000
Volkswagen,Tiguan,2021,taller,42000,1.0,HNX707,141,2100,automatica,77000000
Ford,Escape,2018,taller,22000,1.8,PDO903,155,1450,manual,31000000
Chevrolet,Equinox,2018,disponible,10000,1.0,TNN702,75,1280,MANUAL,$ 29.000.000
Ford,Fiesta,2021,disponible,52000,1.5,LTH409,280,1700,automatica,62000000
Hyundai,Santa Fe,2016,vendido,40000,1.8,ZKG356,155,1195,manual,37000000
Toyota,Hilux,2022,vendido,75000,1.5,TVA658,145,2200,auto,87000000
Honda,CR-V,2017,disponible,30000,1.8,TEL904,122,2060,automatica,42000000
Hyundai,Santa Fe,2O17,disponible,50000,1.8,RUY364,128,1400,manual,46000000
Hyundai,Accent,2015,taller,85000,1.8,EJO269,145,1350,automatica,64000000
Honda,Fit,2021,vendido,48000,1.60,WRM179,106,2000,manual,43000000
Chevrolet,Equinox,2021,vendido,70000,2.0,MIN588,122,2060,automatik,43000000
Hyundai,Palisade,2021,disponible,35.000,"1,5",JYZ131,290,1350,automatica,37000000
Toyota,Fortuner,2015,taller,90k,1.80,QMM878,84,1450,manual,44000000
Toyota,RAV4,2020,taller,30 000,1.8,SJA646,90,1070,manual,89000000
Hyundai,Accent,2020,vendido,18000,1.8,YCX103,365,950,manual,26000000
FORD,Explorer,2015,vendido,50000,1.3,HOK821,150,1.300,automatica,58000000
Chevrolet,Silverado,2021,vendido,50000,1.3,IZO725,128,1300,manual,84000000
Hyundai,Palisade,2016,taller,60000,1.0,EMI913,122,1600,manual,27000000
Kia,Cerato,2015,disponible,100000,1.0,KUY405,152,2000,manual,42.000.000
Chevrolet,Onix,2019,vendido,18000,1.3,GFC268,163,950,automatica,45.000.000
Hyundai,Elantra,2021,vendido,50000,2.0,SLK047,290,950,manual,47000000
Chevrolet,Tracker,2021,disponible,58k,1.6,RLH380,180,1200,manual,75000000
Volkswagen,Polo,2022,taller,72000,1.6,UHG668,186,1795,manul,85000000
Nissan,Sentra,2022,TALLER,12000,"1,5",HDM386,ciento cuarenta y uno,1570,automatica,62000000
KIA,Rio,2017,vendidoo,20000,1.3,SQL296,140,1795,manuall,30000000
Honda,Odyssey,2021,disponible,35000,1.8,GHN827,163,1900,automatica,52000000
Kia,Rio,2015,vendido,25000,1.5,GPZ320,153,1280,manual,61000000
VOLKSWAGEN,Golf,2022,taller,95000,1.3,NEK465,ciento seis,2060,automatica,69000000
Kia,Sportage,2015,vendido,95000,1.3,JNJ913,128,1100,automatica,47000000
Honda,Pilot,2020,taller,72000,1.3,WMM849,123,1500,automatica,25000000
Chevrolet,Onix,2016,taller,75000,1.0,IGO403,309,2060,automatica,90000000
Toyota,Yaris,dos mil veintidos,vendido,42000,2.0,PZU951,309,1400,manual,56000000
Honda,Pilot,2015,vendido,90000,2.0,BVV703,203,2060,automatica,79000000
Chevrolet,Cruze,2018,vendido,20000,1.5,QBX422,150,2200,automatica,67000000
Nissan,Versa,2017,taller,52.000,1.6,SRE816,170,1300,manual,28000000
Hyundai,Palisade,2017,taller,100000,1.5,NJY684,192,1500,manual,33000000
Toyota,Hilux,2018,taller,35000,1.5,RKC305,213,1800,manual,32000000
Nisan,X-Trail,2019,disponible,35000,2.0,VBX502,290,1900,automatica,84000000
Toyota,Fortuner,2021,disponible,80000,2.0,FUP407,309,1300,automatica,47000000
Honda,Odyssey,2017,vendido,5000,1.5,XNM176,107,1600,automatica,48000000
Ford,Explorer,2017,disponible,72000,1.3,WPE996,180,1300,manual,58000000
Kia,Picanto,2021,disponible,75000,1.5,QDL282,141,1350,automatica,28000000
Hyundaii,Palisade,2022,taller,90000,1.0,UKY729,290,1500,manual,37000000
Ford,Ranger,2017,Disponible,52000,1.8,FCG572,212,1350,manual,42000000
Chevrolet,Silverado,2019,vendido,8000,1.3,DKK405,203,1.450,auto,80000000
Honda,Accord,2017,Disponible,18000,1.8,XPZ774,145,1600,automatica,44000000
Kia,Picanto,2015,disponible,55000,1.6,DWP756,ciento veinticinco,1900,automatica,44000000 
Chevrolet,Silverado,2018,disponible,52000,1.3,LHY231,186,1100,automatica,28.000.000
Hondaa,Fit,2018,vendio,95000,2.0,PTI197,163,1700,automatica,90000000
Nissan,Sentra,2016,taller,70 000,1.6,AZS808,123,1900,manual,41000000
Ford,F-150,2017,DISPONIBLE,22000 km,1.3,AFK386,75,950,automatica,28000000
Kia,Picanto,2016,vendido,85000,1.6,WND663,192,1300,manual,66000000
Ford,EcoSport,2016,taller,20000,2.0,KXC216,ciento cincuenta y cinco,2200,automatica,59.000.000
Ford,Fiesta,2017,taller,10000,1.3,EIO436,280,1500,automatica,52000000
Volkswagen,Tiguan,2022,taller,20000,2.0,WTG740,213,1195,manual,54000000
Ford,Mustang,2018,disponible,40000,1.0,FTN755,90,1800,automatica,54000000
Kia,Rio,2019,disponible,72000,1.5,141999,152,950,manual,57000000
Chevrolet,Tracker,2016,disponible,48000,1.3,XDT914,145,1400,manual,40000000
Hyundai,Tucson,2015,vendido,45000,1.0,QLE784,150,1280,manual,36000000
Nissan,Frontier,2019,vendido,100000,1.5,KVZ018,140,1900,automatica,53000000
Kia,Picanto,2016,taller,20000,"2,0",CZG576,177,2200,manual,$ 69.000.000
Ford,Fiesta,2020,disponible,50000,1.6,USW283,140,1300,automatica,31000000
Ford,Ranger,2022,disponible,58000,1.5,QTV281,106,2060,automatica,65000000
Fordd,Explorer,2015,disponible,35000,1.8,INQ251,355,2200,manual,50000000
Nissan,X-Trail,dos mil dieciseis,vendido,40000,1.6,VGE902,130,1280,manual,81000000
Ford,Ranger,2021,taller,70000,2.0,GUJ843,140,1400,automatica,34000000
Volkswagen,Tiguan,O020,DISPONIBLE,40000,2.0,JSZ822,90,1600,automatica,88000000
Nissan,Frontier,2015,taller,95000,1.6,BTP 700,152,1400,manual,90000000
Ford,Ranger,2017,disponible,95000,2.0,DCY593,180,1500,automatica,42000000
Honda,HR-V,2022,Disponible,45000,1.0,WBO600,212,950,manual,66000000
Ford,Escape,2020,taller,32000,1.6,SWE180,84,1800,manual,64000000
Volkswagen,Touareg,2021,vendido,22000,2.0,OIJ281,177,1050,automatica,32000000
Kia,Sorento,2018,vendido,55000,1.3,LFY440,75,1700,auto,66000000
Ford,F-150,2020,taller,12 000,1.8,AZK358,185,1795,manual,90000000
Toyota,Corolla,2021,disponible,22000,1.5,AGV899,130,1450,automatica,30000000
Nissan,Kicks,2015,vendido,75000,1.6,HXV466,177,1050,automatica,41000000
Kia,Cerato,2O19,vendido,45k,1.0,TKX208,125,1195,manual,$ 85.000.000
Chevrolet,Onix,2020,disponible,5000,1.3,025519,ciento setenta y siete,1500,manual,62000000
Ford,F-150,2020,talleer,10000,1.3,XRA003,280,1100,manual,29000000
Hyundai,Palisade,2O22,vendido,28000,1.6,NJD619,141,1200,automatica,27000000
Volkswagen,Passat,2021,vendido,65000,1.5,IKS221,125,2100,automatica,84000000
Kia,Picanto,2018,disponible,58000,1.8,XRY490,128,1500,manual,59000000
Volkswagen,Jetta,2015,Disponible,20000,1.0,CAW083,158,1250,manual,52000000
Frod,EcoSport,2021,disponible,75000,1.3,YPEXZY,110,2100,manual,81000000
Honda,Fit,2017.,taller,52000,2.0,KDZ769,153,1350,manual,70000000
Volkswagen,Jetta,2017,disponible,42000,2.0,143623,191,2100,manual,67000000
Hyundai,Elantra,2020,taller,45.000,1.8,FHC468,153,1795,manul,27000000
HYUNDAI,Santa Fe,dos mil dieciseis,disponible,85000,2.0,WUC171,106,1200,manual,36000000
Volkswagen,Jetta,2015,vendido,32000,1.8,AEF159,110,2200,manual,49000000
Hyundai,Palisade,2018,taller,5000,2.0,XRH104,90,2000,automatica,35000000
Honda,Accord,2019,taller,55000,1.6,JVJ345,125,1280,manual,30000000
KIA,Sportage,2015,disponible,55000,1.6,ZQK076,123,1195,manual,52000000
Volkswagen,Passat,2021,TALLER,95000,2.0,BYB342,140,1795,automatica,52000000
Hyundai,Palisade,2017,vendido,90000,1.0,AJG969,153,2060,automatica,60000000
Chevrolet,Onix,2022,taller,90000,1.0,IWJ135,ciento noventa y uno,2000,automatica,33000000
Volkswagen,Tiguan,2017,vendido,55000,1.6,ZPN869,309,2000,manuall,62000000
Nissan,March,2015,taller,75000,1.0,JUZ431,ciento ochenta y seis,1.400,manual,60000000
Fordd,Explorer,2021,taller,8000,2.0,LIE676,153,1900,automatik,90000000
Hyundaii,Accent,2021.,vendido,15000,1.80,KBK765,ciento seis,1250,automatica,45000000
Ford,Escape,2020,vendido,70k,2.0,RAT466,231,1070,manual,50000000
Nissan,Versa,2020,taller,70000,1.3,VTG183,400,1350,automatica,28000000
Nissan,Frontier,2018,taller,52000,1.5,MQF882,75,1350,manual,52000000
Nisan,Frontier,2018,disponible,20000,1.0,WQW993,170,1900,auto,37000000
NISSAN,Kicks,2018.,disponible,8000,"2,0",ECS486,145,1300,manual,86 millones
Nissan,Frontier,2019,taller,90000,1.3,UAH824,69,2060,manual,80000000
Hyundai,Palisade,2020,taller,28000,1.5,TJE443,150,1195,automatica,77000000
Toyota,RAV4,2017,taller,58000,1.8,QTW597,177,1070,automatica,39000000
Volkswagen,Polo,2020,taller,65k,1.8,YNV234,107,1280,automatica,44000000
CHEVROLET,Equinox,2016,disponible,8000,1.0,ADE702,110,1570,AUTOMATICA,76000000
Volkswagen,Jetta,2020,disponible,45.000,2.0,MUT745,158,2100,automatica,28000000
Hyundai,Elantra,2022,disponible,55000,1.5,OSL606,290,2.100,manual,89000000
Volkswagen,Golf,2022,vendido,30000,1.O,HIC181,193,1280,manual,74000000
Honda,Civic,2017,vendio,25000,2.0,ZPA474,212,2200,automatica,38000000
Ford,Fiesta,2015,disponible,18000,1.8,505GNH,123,1900,automatica,39000000
Chevrolet,Onix,dos mil veintidos,vendido,90000,1.3,CKQ581,114,1795,manual,
Toyota,Hilux,2020,vendido,8k,1.3,RYK687,114,1700,automatica,45000000 
Kia,Cerato,2022,taller,58000,1.5,YWPFYI,290,2200,manual,85000000
Hyundai,Santa Fe,2021,vendido,45000,1.8,LRT817,150,1250,automatica,66000000
Volkwagen,Jetta,2018,vendido,90000,2.0,HON162,170,1800,MANUAL,25000000
Volkswagen,Tiguan,2016,vendio,78000,1.6,ZSHGFP,99,1300,manual,59000000
Toyota,Fortuner,2020,disponible,30000,1.6,FQY079,145,1.700,manual,37000000
Kia,Sportage,2018,disponible,20000,1.0,KLD887,75,1800,automatica,51000000
Honda,Accord,2021,disponible,72000,1.3,FJH783,192,950,manuall,33000000
Nisan,Versa,2019,Disponbile,30000,1.3,FPN510,170,1450,manual,54000000
Kia,Cerato,2017,taller,15000,1.3,275UOJ,123,1350,automatica,79000000
Hyundai,Elantra,2019,taller,8000,1.8,NBD011,309,1450,AUTOMATICA,84000000
Volkswagen,Touareg,2021,taller,72000,1.8,MQN758,177,1300,automatica,46000000
Hyundai,Accent,2020,Vendido,35000,1.0,FUT457,114,2060,automatica,75000000
Chevrolet,Onix,2016,vendido,65000,1.0,JXX802,203,1800,automatica,30000000
Nissan,March,2015,taller,38000,2.0,NAK746,150,1450,manual,40000000
Kia,Cerato,2022,taller,48000,1.3,DXC330,152,950,manual,49000000
Toyota,RAV4,2022,disponible,40000,1.6,XER168,155,2000,automatica,85000000
Nissan,X-Trail,2018,disponible,8000,1.6,MIN474,290,1350,automatica,38000000
Kia,Sportage,2020,vendido,18000,1.3,EMY038,185,1500,automatica,44000000
Kia,Rio,2019,disponible,30000,1.5,119368,69,1195,manuall,88000000
TOYOTA,Fortuner,2016,disponible,5000,1.3,UXV422,212,1070,automatica,42000000
Volkswagen,Passat,2020.,taller,52000,1.5,QVK978,153,1250,manual,84000000
Hyundai,Santa Fe,dos mil dieciocho,taller,90000,1.6,KYR673,128,1700,manual,71000000
Hyundai,Creta,dos mil diecisiete,vendido,78000,2.0,IXO607,141,1570,manual,87000000
Hyundai,Palisade,2020,taller,65000,1.5,AMV523,203,1300,automatik,$ 50.000.000
Handa,CR-V,2021,talleer,40k,1.5,VFG888,290,1300,automatica,58000000
Nissan,X-Trail,2015,Vendido,38 000,1.8,RHD295,155,1200,manual,26000000
Kia,Rio,2017,vendido,20000,1.5,IOO098,69,1280,manual,59000000
Honda,HR-V,2016,vendido,32000,1.6,UOG098,106,1070,manual,43000000
Honda,Odyssey,2021,disponible,30 000,"1,5",QKVZWC,193,1800,automatica,74000000
Ford,Mustang,2022,taller,58000,1.0,QAV338,150,1050,manual,32000000
Hyundaii,Accent,2022,vendido,52000,1.6,AZI789,309,2.000,manual,71000000
Hnda,Odyssey,2019,taller,52000,1.0,XTB946,145,1050,manual,33000000
Honda,HR-V,2017,disponible,20000,2.0,VMS178,203,1280,automatica,25000000
Nissan,Versa,2017,vendido,75000,1.8,HGW146,193,950,manual,76000000
Chevroelt,Silverado,2015,taller,15000,2.0,KZH102,110,2200,manual,77000000
Chevrolet,Silverado,2017,Disponbile,70000,1.5,ERY242,90,1300,manual,80000000
Volkswagen,Tiguan,2016,taller,85000,1.5,HFF889,145,1200,automatica,53000000
Hyundai,Santa Fe,2019,taller,20000,1.5,WNI409,107,1280,automatica,57000000
Ford,Fiesta,2020,taller,75000,1.8,IME774,145,1900,manual,76000000
Chevrolet,Equinox,2020,vendido,40000,1.6,YAB514,84,1250,automatica,77 millones
Kia,Picanto,2019,taller,80000,"2,0",CYP025,365,1280,manual,$ 85.000.000
Chevrolet,Equinox,2019,disponible,78 000,2.0,JJL600,365,1900,manual,60000000
Ford,Fiesta,2016,DISPONIBLE,38000,1.5,QWH610,122,1700,automatica,25000000
Ford,Explorer,2020,vendido,30000,1.8,NOY467,145,1400,automatica,52000000
Ford,Fiesta,2018,taller,22000,1.8,MXP715,213,1280,manual,55000000
Ford,Ranger,2017,disponible,78000,1.6,WFU265,355,1.600,manual,79000000
Toyota,Hilux,2015,disponible,55000,1.3,TVP019,107,1600,automatica,32000000
Nissan,Versa,2017,vendio,28k,"1,5",ROH571,150,1795,manuall,65000000
Kia,Sportage,dos mil dieciseis,talleer,75000,1.3,UNZ303,122,1900,automatica,30000000
Ford,EcoSport,2016,disponible,48000,1.0,YWG589,69,1300,automatica,47000000
Honda,Fit,2021,taller,50000,2.0,EOR741,140,1.570,manual,72000000
Kia,Rio,2020,vendido,50000,1.0,EUS351,125,950,manual,85000000
Hyundai,Elantra,2017,vendido,58000,2.0,ZMV060,365,1050,automatica,55000000
Ford,Ranger,2016,disponible,20000,"2,0",PNS756,125,1280,manual,50000000
Volkswagen,Jetta,2021,disponible,85000,1.8,364785,128,950,manual,38000000
Chevrolet,Cruze,2020,taller,60000,1.3,XBP886,280,1350,manual,62000000
Ford,Fiesta,2018,vendido,48000,1.5,IBG077,114,1795,auto,30000000
Fordd,Mustang,2015,disponible,35000,1.0,NFK808,setenta y cinco,1500,manual,83000000
Honda,CR-V,2022,vendido,28000,1.8,FNG702,231,950,automatica,49000000
Honda,Civic,2016,taller,65000,1.6,RAV595,99,1350,automatica,48000000
Kia,Telluride,2019,taller,85000,1.0,XHN339,140,1195,automatica,38000000
Chevrolet,Tracker,2O17,vendido,72000,1.8,OYK694,177,2060,manual,83000000
Hyundai,Palisade,2018,taller,25 000,2.0,XTV988,180,2100,manual,$ 43.000.000
Kia,Sorento,2021,vendido,75000,2.0,BVA446,120,1250,automatica,68000000
Toyota,Hilux,2015,Vendido,90000,1.3,ARN693,noventa,1.100,automatica,89000000
Nissann,March,2019,taller,15000 km,2.0,ILU858,186,2.060,automatica,43000000
Kia,Sportage,2017,taller,25000,1.5,FL-019,170,1050,manual,33000000
Kia,Picanto,2022,taller,18000,1.6,AWX116,69,1500,manual,53000000
Honda,Pilot,2019,vendido,45000,1.8,BYW313,203,1050,manual,80000000
Volkswagen,Touareg,2017,disponible,15000,1.0,VQW858,107,2060,manual,58000000
Chevrolet,Equinox,2018,disponible,100000,1.3,OZK354,75,1700,automatica,76000000
Toyota,RAV4,2015,vendido,28000,1.0,REF360,177,2100,automatica,26000000
Ford,Explorer,2021,Disponible,10000,1.8,PUG462,213,950,manual,41000000
Nissan,X-Trail,2019,taller,25000,1.5,WIT566,150,1450,automatica,89000000
Chevrolet,Equinox,2017,disponible,80000,1.5,JCP764,355,1800,automatica,74000000
Toyota,Hilux,dos mil veinte,taller,5000,1.6,QRU368,163,1500,automatica,67000000
Kia,Sportage,2021,disponible,25000,1.5,VPE296,280,1300,automatica,53000000
Hyundai,Palisade,2022,disponible,58000,1.6,EOK582,212,2000,automatica,38000000
Hyundai,Accent,2020,vendido,50000,1.5,FFQ165,280,1070,manual,86000000
Honda,HR-V,2019,vendido,20.000,1.5,VFF162,180,1700,manual,55000000
Honda,Civic,2020,disponible,85000,1.6,QYD540,114,1700,manual,59000000
Kia,Sportage,2015,vendido,100000,1.6,ULL214,155,1795,automatica,60000000
