marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Hyundai,Palisade,2019,taller,48000,1.8,CBI718,213,1800.0,automatica,86000000
Hyundai,Palisade,2018,taller,75000,2.0,,212,2200.0,manual,64000000
Ford,Mustang,2022,taller,22000,1.6,,158,1280.0,manual,82000000
Honda,HR-V,2019,vendido,50000,1.5,FTO239,400,1795.0,manual,84000000
Honda,CR-V,2022,disponible,18000,1.8,NDD416,130,1700.0,automatica,72000000
Hyundai,Palisade,2018,disponible,35000,1.5,BKT911,192,2100.0,automatica,40000000
Kia,Rio,2016,disponible,8000,1.3,ENT263,309,950.0,automatica,86000000
Chevrolet,Silverado,2021,disponible,90000,2.0,,365,2060.0,manual,54000000
Toyota,RAV4,2016,vendido,65000,1.5,YSG810,153,1250.0,automatica,85000000
Ford,Explorer,2020,taller,65000,2.0,UNJ623,107,1195.0,manual,30000000
Chevrolet,Equinox,2017,,25000,1.3,KSX785,158,1450.0,automatica,40000000
Toyota,Hilux,2018,taller,72000,1.6,RWZ173,170,1500.0,automatica,51000000
Chevrolet,Tracker,2019,taller,22000,1.3,FNH692,114,1300.0,manual,56000000
Ford,Mustang,2019,vendido,12000,2.0,VVF919,213,2100.0,manual,73000000
Kia,Rio,2022,disponible,78000,1.5,DMM481,280,1700.0,manual,61000000
Ford,F-150,2015,vendido,20000,1.6,JCA891,106,1300.0,manual,26000000
,Versa,2022,,42000,1.0,OGO005,107,1795.0,automatica,43000000
Volkswagen,Golf,2016,disponible,20000,1.5,JQD998,309,1195.0,manual,79000000
Hyundai,Tucson,2016,disponible,28000,2.0,DDL798,110,1900.0,automatica,60000000
Ford,Ranger,2018,disponible,75000,1.8,MNN835,180,1795.0,manual,36000000
,Explorer,2022,disponible,75000,,FFT161,75,2200.0,automatica,72000000
Ford,Mustang,2017,taller,52000,1.6,KIU621,400,1050.0,manual,89000000
Ford,Explorer,2016,taller,70000,1.3,TKB389,309,1070.0,,86000000
Ford,Escape,2006,taller,38000,1.8,AXE292,106,1900.0,manual,86000000
Hyundai,Creta,2016,taller,28000,1.0,PJP821,191,1070.0,manual,54000000
Hyundai,Creta,2017,vendido,50,1.5,QYB762,355,2000.0,,44000000
Nissan,Sentra,2016,vendido,65000,1.5,CEU242,186,2060.0,manual,40000000
Hyundai,Tucson,2016,taller,75000,1.8,LWZ090,140,2200.0,manual,44000000
,Polo,2016,disponible,20000,1.6,TFI394,192,1100.0,automatica,83000000
Volkswagen,Golf,2015,,8000,2.0,KGE120,186,1570.0,manual,58000000
Kia,Cerato,2021,disponible,35000,1.0,SPD687,153,950.0,manual,83000000
Volkswagen,Touareg,2016,taller,38000,2.0,ZKO133,125,2100.0,manual,72000000
Hyundai,Accent,2017,vendido,78000,1.5,EPO386,185,2060.0,automatica,
Toyota,Land Cruiser,2019,vendido,38000,1.3,UOC893,191,1570.0,automatica,
Toyota,Corolla,2015,disponible,65000,1.8,VPI992,177,1250.0,automatica,31000000
,Pilot,2021,taller,45000,1.8,EIC007,120,950.0,manual,73000000
Kia,Cerato,2015,,18000,1.3,QQP145,107,1195.0,automatica,58000000
Chevrolet,Silverado,2021,vendido,55000,2.0,XVE015,309,1050.0,manual,68000000
Ford,EcoSport,2020,disponible,38000,1.0,IFS924,106,1450.0,automatica,84000000
Nissan,Sentra,2018,taller,95000,1.6,WLT866,185,1250.0,automatica,72000000
Hyundai,Creta,2015,disponible,32000,1.5,LEG231,153,1100.0,manual,65000000
Nissan,Frontier,2016,taller,75000,2.0,TII184,145,1570.0,manual,40000000
Kia,Picanto,2015,vendido,8000,1.0,MVK333,106,1800.0,automatica,88000000
Toyota,Yaris,2016,disponible,78000,1.3,EEX399,90,1300.0,manual,39000000
Ford,Ranger,2021,taller,80000,2.0,DNP693,192,1280.0,automatica,58000000
,Cruze,2021,disponible,95000,1.0,IVT539,191,2060.0,manual,89000000
Nissan,X-Trail,2016,,85000,1.0,TGX106,186,1450.0,manual,40000000
Kia,Rio,2019,disponible,72000,1.3,PNM466,110,1280.0,manual,31000000
Nissan,Kicks,2018,disponible,38000,1.5,QSH019,355,1700.0,,55000000
Ford,F-150,2015,disponible,60000,1.6,PMG185,150,1280.0,,43000000
Hyundai,Santa Fe,2022,disponible,48000,2.0,NQD429,158,1700.0,manual,56000000
Volkswagen,Tiguan,2017,vendido,60000,1.5,,155,2000.0,manual,80000000
Chevrolet,Tracker,2016,disponible,95000,1.5,AJV018,,2100.0,manual,36000000
Kia,Sportage,2021,disponible,45000,1.5,PEL881,125,1300.0,manual,78000000
Volkswagen,Touareg,2020,taller,60000,1.6,JMY490,,1070.0,manual,63000000
Volkswagen,Tiguan,2022,vendido,18000,1.0,HZC585,155,1050.0,manual,90000000
Toyota,Hilux,2022,taller,35000,1.0,BDW521,75,1795.0,automatica,75000000
Honda,CR-V,2017,taller,8000,1.3,DTG562,192,1350.0,automatica,37000000
Kia,Picanto,2019,disponible,80000,1.0,XJD840,122,1450.0,manual,69000000
Nissan,Kicks,2016,taller,90000,1.6,ZPE756,141,1195.0,automatica,69000000
Chevrolet,Spark,2017,taller,70000,1.6,XBG074,163,2000.0,manual,47000000
Ford,Mustang,2018,disponible,8000,2.0,YCA107,280,1800.0,manual,68000000
Ford,Ranger,2016,vendido,78000,2.0,,130,1050.0,automatica,27000000
Nissan,Frontier,2015,disponible,58000,1.6,GIT157,90,1280.0,automatica,34000000
Volkswagen,Golf,2019,taller,10000,1.0,ANQ438,130,95.0,manual,28000000
Kia,Telluride,2021,taller,25000,1.0,LXZ314,90,1280.0,manual,36000000
,Civic,2017,vendido,32000,1.5,BJR226,192,2100.0,manual,34000000
Chevrolet,Equinox,2019,vendido,100000,1.0,BXS622,114,1795.0,manual,64000000
Volkswagen,Polo,2019,vendido,70,,VCH648,170,1600.0,manual,53000000
Nissan,X-Trail,2018,disponible,58000,2.0,VLL770,107,1800.0,automatica,61000000
Ford,Fiesta,2019,taller,48000,1.0,ZUH502,145,2100.0,automatica,26000000
Chevrolet,Cruze,2015,taller,18000,1.5,XOY427,141,1700.0,manual,54000000
,Spark,2019,vendido,8000,2.0,VWO021,203,1600.0,manual,90000000
Hyundai,Creta,2020,vendido,50000,1.8,AJH151,128,1400.0,automatica,52000000
Kia,Sorento,2016,taller,12000,1.8,MNL282,140,1400.0,manual,71000000
Volkswagen,Tiguan,2018,vendido,75000,1.3,OVD574,290,2100.0,manual,58000000
Volkswagen,Polo,2017,disponible,75000,1.5,TSM188,75,2200.0,manual,34000000
Hyundai,Santa Fe,2016,taller,10000,1.0,JQJ455,150,1700.0,manual,48000000
Kia,Cerato,2020,vendido,55000,1.3,YBY874,145,1900.0,automatica,37000000
Chevrolet,Silverado,2019,vendido,20000,1.3,ONE508,213,1250.0,manual,87000000
Honda,CR-V,2021,vendido,45000,1.0,WZT130,130,1070.0,automatica,45000000
Hyundai,Elantra,2015,taller,5000,1.3,BRP467,123,1700.0,automatica,41000000
Ford,Explorer,2018,vendido,95000,1.6,UKJ401,150,1570.0,automatica,66000000
Volkswagen,Tiguan,2021,taller,42000,1.0,HNX707,141,2100.0,automatica,77000000
Ford,Escape,2018,taller,22000,1.8,PDO903,155,1450.0,manual,31000000
Chevrolet,Equinox,2018,disponible,10000,1.0,TNN702,75,1280.0,manual,
Ford,Fiesta,2021,disponible,52000,1.5,LTH409,280,1700.0,automatica,62000000
Hyundai,Santa Fe,2016,vendido,40000,1.8,ZKG356,155,1195.0,manual,37000000
Toyota,Hilux,2022,vendido,75000,1.5,TVA658,145,2200.0,automatica,87000000
Honda,CR-V,2017,disponible,30000,1.8,TEL904,122,2060.0,automatica,42000000
Hyundai,Santa Fe,2017,disponible,50000,1.8,RUY364,128,1400.0,manual,46000000
Hyundai,Accent,2015,taller,85000,1.8,EJO269,145,1350.0,automatica,64000000
Honda,Fit,2021,vendido,48000,1.6,WRM179,106,2000.0,manual,43000000
Chevrolet,Equinox,2021,vendido,70000,2.0,MIN588,122,2060.0,,43000000
Hyundai,Palisade,2021,disponible,35,,JYZ131,290,1350.0,automatica,37000000
Toyota,Fortuner,2015,taller,90000,1.8,QMM878,84,1450.0,manual,44000000
Toyota,RAV4,2020,taller,30000,1.8,SJA646,90,1070.0,manual,89000000
Hyundai,Accent,2020,vendido,18000,1.8,YCX103,365,950.0,manual,26000000
Ford,Explorer,2015,vendido,50000,1.3,HOK821,150,1300.0,automatica,58000000
Chevrolet,Silverado,2021,vendido,50000,1.3,IZO725,128,1300.0,manual,84000000
Hyundai,Palisade,2016,taller,60000,1.0,EMI913,122,1600.0,manual,27000000
Kia,Cerato,2015,disponible,100000,1.0,KUY405,152,2000.0,manual,42000000
Chevrolet,Onix,2019,vendido,18000,1.3,GFC268,163,950.0,automatica,45000000
Hyundai,Elantra,2021,vendido,50000,2.0,SLK047,290,950.0,manual,47000000
Chevrolet,Tracker,2021,disponible,58000,1.6,RLH380,180,1200.0,manual,75000000
Volkswagen,Polo,2022,taller,72000,1.6,UHG668,186,1795.0,manual,85000000
Nissan,Sentra,2022,taller,12000,,HDM386,,1570.0,automatica,62000000
Kia,Rio,2017,vendido,20000,1.3,SQL296,140,1795.0,,30000000
Honda,Odyssey,2021,disponible,35000,1.8,GHN827,163,1900.0,automatica,52000000
Kia,Rio,2015,vendido,25000,1.5,GPZ320,153,1280.0,manual,61000000
Volkswagen,Golf,2022,taller,95000,1.3,NEK465,,2060.0,automatica,69000000
Kia,Sportage,2015,vendido,95000,1.3,JNJ913,128,1100.0,automatica,47000000
Honda,Pilot,2020,taller,72000,1.3,WMM849,123,1500.0,automatica,25000000
Chevrolet,Onix,2016,taller,75000,1.0,IGO403,309,2060.0,automatica,90000000
Toyota,Yaris,2022,vendido,42000,2.0,PZU951,309,1400.0,manual,56000000
Honda,Pilot,2015,vendido,90000,2.0,BVV703,203,2060.0,automatica,79000000
Chevrolet,Cruze,2018,vendido,20000,1.5,QBX422,150,2200.0,automatica,67000000
Nissan,Versa,2017,taller,52,1.6,SRE816,170,1300.0,manual,28000000
Hyundai,Palisade,2017,taller,100000,1.5,NJY684,192,1500.0,manual,33000000
Toyota,Hilux,2018,taller,35000,1.5,RKC305,213,1800.0,manual,32000000
,X-Trail,2019,disponible,35000,2.0,VBX502,290,1900.0,automatica,84000000
Toyota,Fortuner,2021,disponible,80000,2.0,FUP407,309,1300.0,automatica,47000000
Honda,Odyssey,2017,vendido,5000,1.5,XNM176,107,1600.0,automatica,48000000
Ford,Explorer,2017,disponible,72000,1.3,WPE996,180,1300.0,manual,58000000
Kia,Picanto,2021,disponible,75000,1.5,QDL282,141,1350.0,automatica,28000000
,Palisade,2022,taller,90000,1.0,UKY729,290,1500.0,manual,37000000
Ford,Ranger,2017,disponible,52000,1.8,FCG572,212,1350.0,manual,42000000
Chevrolet,Silverado,2019,vendido,8000,1.3,DKK405,203,1450.0,automatica,80000000
Honda,Accord,2017,disponible,18000,1.8,XPZ774,145,1600.0,automatica,44000000
Kia,Picanto,2015,disponible,55000,1.6,DWP756,,1900.0,automatica,44000000
Chevrolet,Silverado,2018,disponible,52000,1.3,LHY231,186,1100.0,automatica,28000000
,Fit,2018,,95000,2.0,PTI197,163,1700.0,automatica,90000000
Nissan,Sentra,2016,taller,70000,1.6,AZS808,123,1900.0,manual,41000000
Ford,F-150,2017,disponible,,1.3,AFK386,75,950.0,automatica,28000000
Kia,Picanto,2016,vendido,85000,1.6,WND663,192,1300.0,manual,66000000
Ford,EcoSport,2016,taller,20000,2.0,KXC216,,2200.0,automatica,59000000
Ford,Fiesta,2017,taller,10000,1.3,EIO436,280,1500.0,automatica,52000000
Volkswagen,Tiguan,2022,taller,20000,2.0,WTG740,213,1195.0,manual,54000000
Ford,Mustang,2018,disponible,40000,1.0,FTN755,90,1800.0,automatica,54000000
Kia,Rio,2019,disponible,72000,1.5,,152,950.0,manual,57000000
Chevrolet,Tracker,2016,disponible,48000,1.3,XDT914,145,1400.0,manual,40000000
Hyundai,Tucson,2015,vendido,45000,1.0,QLE784,150,1280.0,manual,36000000
Nissan,Frontier,2019,vendido,100000,1.5,KVZ018,140,1900.0,automatica,53000000
Kia,Picanto,2016,taller,20000,,CZG576,177,2200.0,manual,
Ford,Fiesta,2020,disponible,50000,1.6,USW283,140,1300.0,automatica,31000000
Ford,Ranger,2022,disponible,58000,1.5,QTV281,106,2060.0,automatica,65000000
,Explorer,2015,disponible,35000,1.8,INQ251,355,2200.0,manual,50000000
Nissan,X-Trail,2016,vendido,40000,1.6,VGE902,130,1280.0,manual,81000000
Ford,Ranger,2021,taller,70000,2.0,GUJ843,140,1400.0,automatica,34000000
Volkswagen,Tiguan,20,disponible,40000,2.0,JSZ822,90,1600.0,automatica,88000000
Nissan,Frontier,2015,taller,95000,1.6,BTP700,152,1400.0,manual,90000000
Ford,Ranger,2017,disponible,95000,2.0,DCY593,180,1500.0,automatica,42000000
Honda,HR-V,2022,disponible,45000,1.0,WBO600,212,950.0,manual,66000000
Ford,Escape,2020,taller,32000,1.6,SWE180,84,1800.0,manual,64000000
Volkswagen,Touareg,2021,vendido,22000,2.0,OIJ281,177,1050.0,automatica,32000000
Kia,Sorento,2018,vendido,55000,1.3,LFY440,75,1700.0,automatica,66000000
Ford,F-150,2020,taller,12000,1.8,AZK358,185,1795.0,manual,90000000
Toyota,Corolla,2021,disponible,22000,1.5,AGV899,130,1450.0,automatica,30000000
Nissan,Kicks,2015,vendido,75000,1.6,HXV466,177,1050.0,automatica,41000000
Kia,Cerato,2019,vendido,45000,1.0,TKX208,125,1195.0,manual,
Chevrolet,Onix,2020,disponible,5000,1.3,,,1500.0,manual,62000000
Ford,F-150,2020,,10000,1.3,XRA003,280,1100.0,manual,29000000
Hyundai,Palisade,2022,vendido,28000,1.6,NJD619,141,1200.0,automatica,27000000
Volkswagen,Passat,2021,vendido,65000,1.5,IKS221,125,2100.0,automatica,84000000
Kia,Picanto,2018,disponible,58000,1.8,XRY490,128,1500.0,manual,59000000
Volkswagen,Jetta,2015,disponible,20000,1.0,CAW083,158,1250.0,manual,52000000
,EcoSport,2021,disponible,75000,1.3,,110,2100.0,manual,81000000
Honda,Fit,2017,taller,52000,2.0,KDZ769,153,1350.0,manual,70000000
Volkswagen,Jetta,2017,disponible,42000,2.0,,191,2100.0,manual,67000000
Hyundai,Elantra,2020,taller,45,1.8,FHC468,153,1795.0,manual,27000000
Hyundai,Santa Fe,2016,disponible,85000,2.0,WUC171,106,1200.0,manual,36000000
Volkswagen,Jetta,2015,vendido,32000,1.8,AEF159,110,2200.0,manual,49000000
Hyundai,Palisade,2018,taller,5000,2.0,XRH104,90,2000.0,automatica,35000000
Honda,Accord,2019,taller,55000,1.6,JVJ345,125,1280.0,manual,30000000
Kia,Sportage,2015,disponible,55000,1.6,ZQK076,123,1195.0,manual,52000000
Volkswagen,Passat,2021,taller,95000,2.0,BYB342,140,1795.0,automatica,52000000
Hyundai,Palisade,2017,vendido,90000,1.0,AJG969,153,2060.0,automatica,60000000
Chevrolet,Onix,2022,taller,90000,1.0,IWJ135,,2000.0,automatica,33000000
Volkswagen,Tiguan,2017,vendido,55000,1.6,ZPN869,309,2000.0,,62000000
Nissan,March,2015,taller,75000,1.0,JUZ431,,1400.0,manual,60000000
,Explorer,2021,taller,8000,2.0,LIE676,153,1900.0,,90000000
,Accent,2021,vendido,15000,1.8,KBK765,,1250.0,automatica,45000000
Ford,Escape,2020,vendido,70000,2.0,RAT466,231,1070.0,manual,50000000
Nissan,Versa,2020,taller,70000,1.3,VTG183,400,1350.0,automatica,28000000
Nissan,Frontier,2018,taller,52000,1.5,MQF882,75,1350.0,manual,52000000
,Frontier,2018,disponible,20000,1.0,WQW993,170,1900.0,automatica,37000000
Nissan,Kicks,2018,disponible,8000,,ECS486,145,1300.0,manual,86000000
Nissan,Frontier,2019,taller,90000,1.3,UAH824,69,2060.0,manual,80000000
Hyundai,Palisade,2020,taller,28000,1.5,TJE443,150,1195.0,automatica,77000000
Toyota,RAV4,2017,taller,58000,1.8,QTW597,177,1070.0,automatica,39000000
Volkswagen,Polo,2020,taller,65000,1.8,YNV234,107,1280.0,automatica,44000000
Chevrolet,Equinox,2016,disponible,8000,1.0,ADE702,110,1570.0,automatica,76000000
Volkswagen,Jetta,2020,disponible,45,2.0,MUT745,158,2100.0,automatica,28000000
Hyundai,Elantra,2022,disponible,55000,1.5,OSL606,290,2100.0,manual,89000000
Volkswagen,Golf,2022,vendido,30000,1.0,HIC181,193,1280.0,manual,74000000
Honda,Civic,2017,,25000,2.0,ZPA474,212,2200.0,automatica,38000000
Ford,Fiesta,2015,disponible,18000,1.8,GNH505,123,1900.0,automatica,39000000
Chevrolet,Onix,2022,vendido,90000,1.3,CKQ581,114,1795.0,manual,
Toyota,Hilux,2020,vendido,8000,1.3,RYK687,114,1700.0,automatica,45000000
Kia,Cerato,2022,taller,58000,1.5,,290,2200.0,manual,85000000
Hyundai,Santa Fe,2021,vendido,45000,1.8,LRT817,150,1250.0,automatica,66000000
,Jetta,2018,vendido,90000,2.0,HON162,170,1800.0,manual,25000000
Volkswagen,Tiguan,2016,,78000,1.6,,99,1300.0,manual,59000000
Toyota,Fortuner,2020,disponible,30000,1.6,FQY079,145,1700.0,manual,37000000
Kia,Sportage,2018,disponible,20000,1.0,KLD887,75,1800.0,automatica,51000000
Honda,Accord,2021,disponible,72000,1.3,FJH783,192,950.0,,33000000
,Versa,2019,disponible,30000,1.3,FPN510,170,1450.0,manual,54000000
Kia,Cerato,2017,taller,15000,1.3,UOJ275,123,1350.0,automatica,79000000
Hyundai,Elantra,2019,taller,8000,1.8,NBD011,309,1450.0,automatica,84000000
Volkswagen,Touareg,2021,taller,72000,1.8,MQN758,177,1300.0,automatica,46000000
Hyundai,Accent,2020,vendido,35000,1.0,FUT457,114,2060.0,automatica,75000000
Chevrolet,Onix,2016,vendido,65000,1.0,JXX802,203,1800.0,automatica,30000000
Nissan,March,2015,taller,38000,2.0,NAK746,150,1450.0,manual,40000000
Kia,Cerato,2022,taller,48000,1.3,DXC330,152,950.0,manual,49000000
Toyota,RAV4,2022,disponible,40000,1.6,XER168,155,2000.0,automatica,85000000
Nissan,X-Trail,2018,disponible,8000,1.6,MIN474,290,1350.0,automatica,38000000
Kia,Sportage,2020,vendido,18000,1.3,EMY038,185,1500.0,automatica,44000000
Kia,Rio,2019,disponible,30000,1.5,,69,1195.0,,88000000
Toyota,Fortuner,2016,disponible,5000,1.3,UXV422,212,1070.0,automatica,42000000
Volkswagen,Passat,2020,taller,52000,1.5,QVK978,153,1250.0,manual,84000000
Hyundai,Santa Fe,2018,taller,90000,1.6,KYR673,128,1700.0,manual,71000000
Hyundai,Creta,2017,vendido,78000,2.0,IXO607,141,1570.0,manual,87000000
Hyundai,Palisade,2020,taller,65000,1.5,AMV523,203,1300.0,,
,CR-V,2021,,40000,1.5,VFG888,290,1300.0,automatica,58000000
Nissan,X-Trail,2015,vendido,38000,1.8,RHD295,155,1200.0,manual,26000000
Kia,Rio,2017,vendido,20000,1.5,IOO098,69,1280.0,manual,59000000
Honda,HR-V,2016,vendido,32000,1.6,UOG098,106,1070.0,manual,43000000
Honda,Odyssey,2021,disponible,30000,,,193,1800.0,automatica,74000000
Ford,Mustang,2022,taller,58000,1.0,QAV338,150,1050.0,manual,32000000
,Accent,2022,vendido,52000,1.6,AZI789,309,2000.0,manual,71000000
Honda,Odyssey,2019,taller,52000,1.0,XTB946,145,1050.0,manual,33000000
Honda,HR-V,2017,disponible,20000,2.0,VMS178,203,1280.0,automatica,25000000
Nissan,Versa,2017,vendido,75000,1.8,HGW146,193,950.0,manual,76000000
,Silverado,2015,taller,15000,2.0,KZH102,110,2200.0,manual,77000000
Chevrolet,Silverado,2017,disponible,70000,1.5,ERY242,90,1300.0,manual,80000000
Volkswagen,Tiguan,2016,taller,85000,1.5,HFF889,145,1200.0,automatica,53000000
Hyundai,Santa Fe,2019,taller,20000,1.5,WNI409,107,1280.0,automatica,57000000
Ford,Fiesta,2020,taller,75000,1.8,IME774,145,1900.0,manual,76000000
Chevrolet,Equinox,2020,vendido,40000,1.6,YAB514,84,1250.0,automatica,77000000
Kia,Picanto,2019,taller,80000,,CYP025,365,1280.0,manual,
Chevrolet,Equinox,2019,disponible,78000,2.0,JJL600,365,1900.0,manual,60000000
Ford,Fiesta,2016,disponible,38000,1.5,QWH610,122,1700.0,automatica,25000000
Ford,Explorer,2020,vendido,30000,1.8,NOY467,145,1400.0,automatica,52000000
Ford,Fiesta,2018,taller,22000,1.8,MXP715,213,1280.0,manual,55000000
Ford,Ranger,2017,disponible,78000,1.6,WFU265,355,1600.0,manual,79000000
Toyota,Hilux,2015,disponible,55000,1.3,TVP019,107,1600.0,automatica,32000000
Nissan,Versa,2017,,28000,,ROH571,150,1795.0,,65000000
Kia,Sportage,2016,,75000,1.3,UNZ303,122,1900.0,automatica,30000000
Ford,EcoSport,2016,disponible,48000,1.0,YWG589,69,1300.0,automatica,47000000
Honda,Fit,2021,taller,50000,2.0,EOR741,140,1570.0,manual,72000000
Kia,Rio,2020,vendido,50000,1.0,EUS351,125,950.0,manual,85000000
Hyundai,Elantra,2017,vendido,58000,2.0,ZMV060,365,1050.0,automatica,55000000
Ford,Ranger,2016,disponible,20000,,PNS756,125,1280.0,manual,50000000
Volkswagen,Jetta,2021,disponible,85000,1.8,,128,950.0,manual,38000000
Chevrolet,Cruze,2020,taller,60000,1.3,XBP886,280,1350.0,manual,62000000
Ford,Fiesta,2018,vendido,48000,1.5,IBG077,114,1795.0,automatica,30000000
,Mustang,2015,disponible,35000,1.0,NFK808,,1500.0,manual,83000000
Honda,CR-V,2022,vendido,28000,1.8,FNG702,231,950.0,automatica,49000000
Honda,Civic,2016,taller,65000,1.6,RAV595,99,1350.0,automatica,48000000
Kia,Telluride,2019,taller,85000,1.0,XHN339,140,1195.0,automatica,38000000
Chevrolet,Tracker,2017,vendido,72000,1.8,OYK694,177,2060.0,manual,83000000
Hyundai,Palisade,2018,taller,25000,2.0,XTV988,180,2100.0,manual,
Kia,Sorento,2021,vendido,75000,2.0,BVA446,120,1250.0,automatica,68000000
Toyota,Hilux,2015,vendido,90000,1.3,ARN693,,1100.0,automatica,89000000
,March,2019,taller,,2.0,ILU858,186,2060.0,automatica,43000000
Kia,Sportage,2017,taller,25000,1.5,,170,1050.0,manual,33000000
Kia,Picanto,2022,taller,18000,1.6,AWX116,69,1500.0,manual,53000000
Honda,Pilot,2019,vendido,45000,1.8,BYW313,203,1050.0,manual,80000000
Volkswagen,Touareg,2017,disponible,15000,1.0,VQW858,107,2060.0,manual,58000000
Chevrolet,Equinox,2018,disponible,100000,1.3,OZK354,75,1700.0,automatica,76000000
Toyota,RAV4,2015,vendido,28000,1.0,REF360,177,2100.0,automatica,26000000
Ford,Explorer,2021,disponible,10000,1.8,PUG462,213,950.0,manual,41000000
Nissan,X-Trail,2019,taller,25000,1.5,WIT566,150,1450.0,automatica,89000000
Chevrolet,Equinox,2017,disponible,80000,1.5,JCP764,355,1800.0,automatica,74000000
Toyota,Hilux,2020,taller,5000,1.6,QRU368,163,1500.0,automatica,67000000
Kia,Sportage,2021,disponible,25000,1.5,VPE296,280,1300.0,automatica,53000000
Hyundai,Palisade,2022,disponible,58000,1.6,EOK582,212,2000.0,automatica,38000000
Hyundai,Accent,2020,vendido,50000,1.5,FFQ165,280,1070.0,manual,86000000
Honda,HR-V,2019,vendido,20,1.5,VFF162,180,1700.0,manual,55000000
Honda,Civic,2020,disponible,85000,1.6,QYD540,114,1700.0,manual,59000000
Kia,Sportage,2015,vendido,100000,1.6,ULL214,155,1795.0,automatica,60000000
Honda,Civic,2021,vendido,8000,1.3,YAB136,290,2060.0,,34000000
Chevrolet,Silverado,2021,taller,32000,2.0,CHW535,193,1195.0,automatica,53000000
Ford,Explorer,2019,disponible,15000,1.8,FOI544,99,1195.0,manual,43000000
Volkswagen,Golf,2017,vendido,90000,1.6,ITJ643,280,1050.0,automatica,43000000
Ford,F-150,2022,disponible,90000,1.3,BRF779,400,1900.0,manual,28000000
Honda,Pilot,2019,disponible,28000,1.3,XIJ978,213,1250.0,automatica,64000000
Nissan,Versa,2022,taller,22000,1.3,XPW505,186,1070.0,manual,32000000
Chevrolet,Onix,2017,disponible,20000,1.3,UKU851,84,1300.0,automatica,84000000
Kia,Picanto,2015,disponible,8000,1.5,ZGK057,153,1100.0,automatica,33000000
Hyundai,Palisade,2015,disponible,52000,1.3,,69,1900.0,automatica,85000000
Honda,Accord,2016,disponible,22000,1.6,KDE174,155,2100.0,automatica,56000000
Nissan,X-Trail,2016,disponible,50000,1.3,CHU661,155,950.0,automatica,42000000
Honda,Odyssey,2015,disponible,60000,1.3,UPV724,120,1300.0,manual,
Toyota,Camry,2016,vendido,30000,1.6,GMB507,106,1570.0,automatica,27000000
Toyota,Yaris,2009,disponible,42000,1.0,DQX449,365,1600.0,automatica,79000000
Nissan,Kicks,2021,disponible,22000,1.0,LDA586,180,1800.0,manual,37000000
Chevrolet,Equinox,2015,vendido,80000,1.6,GMF008,163,1795.0,automatica,87000000
